time,head_movement,leg_movement,tail_movement,wing_movement,head_movement_time_span,head_movement_time_start,leg_movement_time_span,leg_movement_time_start,wing_movement_time_span,wing_movement_time_start,tail_movement_time_span,tail_movement_time_start
737.0,True,,True,,735.0,3.0,,,,,735.0,3.0
738.0,,,,,,,,,,,,
739.0,,,,,,,,,,,,
740.0,True,True,True,,739.0,2.0,740.0,1.0,,,739.0,2.0
741.0,,,,,,,,,,,,
742.0,,,,,,,,,,,,
743.0,,,,,,,,,,,,
744.0,,,,,,,,,,,,
745.0,,,,,,,,,,,,
746.0,True,,True,,744.0,3.0,,,,,744.0,3.0
747.0,,,,,,,,,,,,
748.0,,,True,,,,,,,,748.0,1.0
749.0,True,,,,748.0,2.0,,,,,,
750.0,,,,,,,,,,,,
751.0,,,,,,,,,,,,
752.0,,,,,,,,,,,,
753.0,True,,True,,753.0,1.0,,,,,753.0,1.0
754.0,,,,,,,,,,,,
755.0,True,,,,755.0,1.0,,,,,,
756.0,,,True,,,,,,,,756.0,1.0
757.0,True,,,,757.0,1.0,,,,,,
758.0,,,,,,,,,,,,
759.0,True,,True,,759.0,1.0,,,,,759.0,1.0
760.0,,,,,,,,,,,,
761.0,True,,,,761.0,1.0,,,,,,
762.0,,,True,,,,,,,,762.0,1.0
763.0,True,,,,763.0,1.0,,,,,,
764.0,,,,,,,,,,,,
765.0,True,,True,,765.0,1.0,,,,,765.0,1.0
766.0,,,,,,,,,,,,
767.0,True,,,,767.0,1.0,,,,,,
768.0,,,True,,,,,,,,768.0,1.0
769.0,True,,,,769.0,1.0,,,,,,
770.0,,,,,,,,,,,,
771.0,True,,True,,771.0,1.0,,,,,771.0,1.0
772.0,,,,,,,,,,,,
773.0,,,,,,,,,,,,
774.0,True,,True,,773.0,2.0,,,,,774.0,1.0
775.0,,,,,,,,,,,,
776.0,True,,,,776.0,1.0,,,,,,
777.0,,,True,,,,,,,,777.0,1.0
778.0,True,,,,778.0,1.0,,,,,,
779.0,,,,,,,,,,,,
780.0,True,,True,,780.0,1.0,,,,,780.0,1.0
781.0,,,,,,,,,,,,
782.0,True,,,,782.0,1.0,,,,,,
783.0,,,True,,,,,,,,782.0,2.0
784.0,,,,,,,,,,,,
785.0,True,,True,,784.0,2.0,,,,,785.0,1.0
786.0,,,,,,,,,,,,
787.0,True,,True,,787.0,1.0,,,,,787.0,1.0
788.0,,,,,,,,,,,,
789.0,True,,True,,789.0,1.0,,,,,789.0,1.0
790.0,,,,,,,,,,,,
791.0,True,,True,,791.0,1.0,,,,,791.0,1.0
792.0,,,,,,,,,,,,
793.0,True,,True,,793.0,1.0,,,,,793.0,1.0
794.0,,,,,,,,,,,,
795.0,,,,,,,,,,,,
796.0,,,,,,,,,,,,
797.0,True,,True,,795.0,3.0,,,,,795.0,3.0
798.0,,,,,,,,,,,,
799.0,,,,,,,,,,,,
800.0,,,,,,,,,,,,
801.0,True,,True,,801.0,1.0,,,,,801.0,1.0
802.0,,,,,,,,,,,,
803.0,,,True,,,,,,,,803.0,1.0
804.0,True,,,,804.0,1.0,,,,,,
805.0,,,True,,,,,,,,805.0,1.0
806.0,,,,,,,,,,,,
807.0,True,,True,,807.0,1.0,,,,,807.0,1.0
808.0,,,,,,,,,,,,
809.0,,,True,,,,,,,,809.0,1.0
810.0,True,,,,810.0,1.0,,,,,,
811.0,,,True,,,,,,,,811.0,1.0
812.0,,,,,,,,,,,,
813.0,,,,,,,,,,,,
814.0,,,,,,,,,,,,
815.0,True,,True,,813.0,3.0,,,,,813.0,3.0
816.0,,,,,,,,,,,,
817.0,,,,,,,,,,,,
818.0,,,,,,,,,,,,
819.0,True,,True,,819.0,1.0,,,,,819.0,1.0
820.0,,,,,,,,,,,,
821.0,,,True,,,,,,,,821.0,1.0
822.0,,,,,,,,,,,,
823.0,,,,,,,,,,,,
824.0,,,,,,,,,,,,
825.0,,,True,,,,,,,,823.0,3.0
826.0,,,,,,,,,,,,
827.0,,,,,,,,,,,,
828.0,True,,,,826.0,3.0,,,,,,
829.0,,,,,,,,,,,,
830.0,,,,,,,,,,,,
831.0,,,True,,,,,,,,829.0,3.0
832.0,,,,,,,,,,,,
833.0,,,,,,,,,,,,
834.0,True,,,,832.0,3.0,,,,,,
835.0,,,True,,,,,,,,835.0,1.0
836.0,True,,,True,836.0,1.0,,,706.0,131.0,,
837.0,,,,,,,,,,,,
838.0,,,,,,,,,,,,
839.0,,,,,,,,,,,,
840.0,,,True,,,,,,,,837.0,4.0
841.0,,,,,,,,,,,,
842.0,,,,,,,,,,,,
843.0,True,,,,841.0,3.0,,,,,,
844.0,,,True,,,,,,,,844.0,1.0
845.0,True,,,,845.0,1.0,,,,,,
846.0,,,,,,,,,,,,
847.0,True,,True,,847.0,1.0,,,,,847.0,1.0
848.0,,,,,,,,,,,,
849.0,True,,,,849.0,1.0,,,,,,
850.0,,,True,,,,,,,,850.0,1.0
851.0,True,,,,851.0,1.0,,,,,,
852.0,,,,,,,,,,,,
853.0,True,,True,,853.0,1.0,,,,,853.0,1.0
854.0,,,,,,,,,,,,
855.0,True,,,,855.0,1.0,,,,,,
856.0,,,True,,,,,,,,856.0,1.0
857.0,True,,,,857.0,1.0,,,,,,
858.0,,,,,,,,,,,,
859.0,True,,True,,859.0,1.0,,,,,859.0,1.0
860.0,,,,,,,,,,,,
861.0,True,,,,861.0,1.0,,,,,,
862.0,,,True,,,,,,,,862.0,1.0
863.0,True,,,,863.0,1.0,,,,,,
864.0,,,True,,,,,,,,864.0,1.0
865.0,True,,,,865.0,1.0,,,,,,
866.0,,,True,,,,,,,,866.0,1.0
867.0,True,,,,867.0,1.0,,,,,,
868.0,,,,,,,,,,,,
869.0,,,,,,,,,,,,
870.0,,,,,,,,,,,,
871.0,True,,True,,869.0,3.0,,,,,868.0,4.0
872.0,,,,,,,,,,,,
873.0,True,,True,,873.0,1.0,,,,,873.0,1.0
874.0,,,,,,,,,,,,
875.0,True,,True,,875.0,1.0,,,,,875.0,1.0
876.0,,,,,,,,,,,,
877.0,True,,True,,877.0,1.0,,,,,877.0,1.0
878.0,,,,,,,,,,,,
879.0,True,,,,879.0,1.0,,,,,,
880.0,,,True,,,,,,,,880.0,1.0
881.0,True,,,,881.0,1.0,,,,,,
882.0,,,True,,,,,,,,882.0,1.0
883.0,True,,,,883.0,1.0,,,,,,
884.0,,,True,,,,,,,,884.0,1.0
885.0,True,,,,885.0,1.0,,,,,,
886.0,,,,,,,,,,,,
887.0,,,,,,,,,,,,
888.0,,,True,,,,,,,,886.0,3.0
889.0,,,,,,,,,,,,
890.0,,,,,,,,,,,,
891.0,True,,,,889.0,3.0,,,,,,
892.0,,,,,,,,,,,,
893.0,,,,,,,,,,,,
894.0,,,True,,,,,,,,892.0,3.0
895.0,,,,,,,,,,,,
896.0,,,,,,,,,,,,
897.0,True,,,,895.0,3.0,,,,,,
898.0,,,True,,,,,,,,898.0,1.0
899.0,True,,,,899.0,1.0,,,,,,
900.0,,,True,,,,,,,,900.0,1.0
901.0,True,,,,901.0,1.0,,,,,,
902.0,,,True,,,,,,,,902.0,1.0
903.0,,,,,,,,,,,,
904.0,,,True,,,,,,,,904.0,1.0
905.0,True,,,,903.0,3.0,,,,,,
906.0,,,True,,,,,,,,906.0,1.0
907.0,True,,,,907.0,1.0,,,,,,
908.0,,,True,,,,,,,,908.0,1.0
909.0,True,,,,909.0,1.0,,,,,,
910.0,,,True,,,,,,,,910.0,1.0
911.0,True,,,,911.0,1.0,,,,,,
912.0,,,True,,,,,,,,912.0,1.0
913.0,True,,,,913.0,1.0,,,,,,
914.0,,,True,,,,,,,,914.0,1.0
915.0,True,,,,915.0,1.0,,,,,,
916.0,,,True,,,,,,,,916.0,1.0
917.0,True,,,,917.0,1.0,,,,,,
918.0,,,True,,,,,,,,918.0,1.0
919.0,True,,,,919.0,1.0,,,,,,
920.0,,,True,,,,,,,,920.0,1.0
921.0,True,,,,921.0,1.0,,,,,,
922.0,,,True,,,,,,,,922.0,1.0
923.0,True,,,,923.0,1.0,,,,,,
924.0,,,,,,,,,,,,
925.0,,,True,,,,,,,,924.0,2.0
926.0,,,,,,,,,,,,
927.0,True,,True,,925.0,3.0,,,,,927.0,1.0
928.0,,,,,,,,,,,,
929.0,True,,True,,929.0,1.0,,,,,929.0,1.0
930.0,,,,,,,,,,,,
931.0,,,,,,,,,,,,
932.0,,,,,,,,,,,,
933.0,,,,,,,,,,,,
934.0,,,,,,,,,,,,
935.0,,,,,,,,,,,,
936.0,True,,,,936.0,1.0,,,,,,
937.0,,,,,,,,,,,,
938.0,True,,,,938.0,1.0,,,,,,
939.0,,,,,,,,,,,,
940.0,True,,,,940.0,1.0,,,,,,
941.0,,,,,,,,,,,,
942.0,True,,,,942.0,1.0,,,,,,
943.0,,,,,,,,,,,,
944.0,True,,,,944.0,1.0,,,,,,
945.0,,,,,,,,,,,,
946.0,,,,,,,,,,,,
947.0,True,,,,946.0,2.0,,,,,,
948.0,,,True,,,,,,,,948.0,1.0
949.0,True,,,,949.0,1.0,,,,,,
950.0,,,,,,,,,,,,
951.0,True,,,,951.0,1.0,,,,,,
952.0,,,,,,,,,,,,
953.0,True,,,,953.0,1.0,,,,,,
954.0,,,,,,,,,,,,
955.0,True,,,,955.0,1.0,,,,,,
956.0,,,,,,,,,,,,
957.0,,,,,,,,,,,,
958.0,,,,,,,,,,,,
959.0,,,,,,,,,,,,
960.0,,,,,,,,,,,,
961.0,,,,,,,,,,,,
962.0,,,,,,,,,,,,
963.0,,,,,,,,,,,,
964.0,,,,,,,,,,,,
965.0,,,,,,,,,,,,
966.0,,,,,,,,,,,,
967.0,,,,,,,,,,,,
968.0,,,,,,,,,,,,
969.0,,,,,,,,,,,,
970.0,,,,,,,,,,,,
971.0,,,,,,,,,,,,
972.0,,,,,,,,,,,,
973.0,,,,,,,,,,,,
974.0,,,,,,,,,,,,
975.0,,,,,,,,,,,,
976.0,,,,,,,,,,,,
977.0,,,,,,,,,,,,
978.0,,,,,,,,,,,,
979.0,,,,,,,,,,,,
980.0,,,,,,,,,,,,
981.0,,,,,,,,,,,,
982.0,,,True,,,,,,,,970.0,13.0
983.0,,,,,,,,,,,,
984.0,,,,,,,,,,,,
985.0,,,,,,,,,,,,
986.0,,,,,,,,,,,,
987.0,True,,,,970.0,18.0,,,,,,
988.0,,,,,,,,,,,,
989.0,True,,,,989.0,1.0,,,,,,
990.0,,,,,,,,,,,,
991.0,,,,,,,,,,,,
992.0,,,,,,,,,,,,
993.0,,,,,,,,,,,,
994.0,,,,,,,,,,,,
995.0,,,,,,,,,,,,
996.0,,,,,,,,,,,,
997.0,,,,,,,,,,,,
998.0,,,,,,,,,,,,
999.0,,,,,,,,,,,,
1000.0,,,,,,,,,,,,
1001.0,,,,,,,,,,,,
1002.0,,,,,,,,,,,,
1003.0,,,,,,,,,,,,
1004.0,,,,,,,,,,,,
1005.0,,,,,,,,,,,,
1006.0,,,,,,,,,,,,
1007.0,,,,,,,,,,,,
1008.0,,,,,,,,,,,,
1009.0,,,,,,,,,,,,
1010.0,,,,,,,,,,,,
1011.0,,,,,,,,,,,,
1012.0,,,,,,,,,,,,
1013.0,,,True,,,,,,,,992.0,22.0
1014.0,,,,,,,,,,,,
1015.0,,,,,,,,,,,,
1016.0,,,,,,,,,,,,
1017.0,True,,,,991.0,27.0,,,,,,
1018.0,,,,,,,,,,,,
1019.0,True,,,,1019.0,1.0,,,,,,
1020.0,,,,,,,,,,,,
1021.0,True,,,,1021.0,1.0,,,,,,
1022.0,,,,,,,,,,,,
1023.0,True,,,,1023.0,1.0,,,,,,
1024.0,,,,,,,,,,,,
1025.0,True,,,,1025.0,1.0,,,,,,
1026.0,,,,,,,,,,,,
1027.0,True,,,,1027.0,1.0,,,,,,
1028.0,,,,,,,,,,,,
1029.0,True,,,,1029.0,1.0,,,,,,
1030.0,,,,,,,,,,,,
1031.0,,,,,,,,,,,,
1032.0,,,,,,,,,,,,
1033.0,,,,,,,,,,,,
1034.0,,,,,,,,,,,,
1035.0,True,,,,1034.0,2.0,,,,,,
1036.0,,,True,,,,,,,,1036.0,1.0
1037.0,True,,,,1037.0,1.0,,,,,,
1038.0,,,,,,,,,,,,
1039.0,True,,,,1039.0,1.0,,,,,,
1040.0,,,,,,,,,,,,
1041.0,,,,,,,,,,,,
1042.0,,,,,,,,,,,,
1043.0,,True,True,,,,837.0,207.0,,,1040.0,4.0
1044.0,,,,,,,,,,,,
1045.0,,True,True,,,,1045.0,1.0,,,1045.0,1.0
1046.0,,,,,,,,,,,,
1047.0,,True,True,,,,1047.0,1.0,,,1047.0,1.0
1048.0,,,,,,,,,,,,
1049.0,,True,True,,,,1049.0,1.0,,,1049.0,1.0
1050.0,True,,,,1050.0,1.0,,,,,,
1051.0,,True,True,,,,1051.0,1.0,,,1051.0,1.0
1052.0,,,,,,,,,,,,
1053.0,,,,,,,,,,,,
1054.0,,,,,,,,,,,,
1055.0,True,,,,1052.0,4.0,,,,,,
1056.0,,,,,,,,,,,,
1057.0,,True,True,,,,1056.0,2.0,,,1056.0,2.0
1058.0,True,,,,1058.0,1.0,,,,,,
1059.0,,,,,,,,,,,,
1060.0,True,True,True,,1060.0,1.0,1060.0,1.0,,,1060.0,1.0
1061.0,,,,,,,,,,,,
1062.0,,,True,,,,,,,,1062.0,1.0
1063.0,,,,,,,,,,,,
1064.0,True,,True,,1064.0,1.0,,,,,1064.0,1.0
1065.0,,,,,,,,,,,,
1066.0,,,,,,,,,,,,
1067.0,,,,,,,,,,,,
1068.0,,,,,,,,,,,,
1069.0,,,,,,,,,,,,
1070.0,,,,,,,,,,,,
1071.0,,,,,,,,,,,,
1072.0,,,,,,,,,,,,
1073.0,,,,,,,,,,,,
1074.0,,,,,,,,,,,,
1075.0,,,,,,,,,,,,
1076.0,,,,,,,,,,,,
1077.0,,,,,,,,,,,,
1078.0,,,,,,,,,,,,
1079.0,,,,,,,,,,,,
1080.0,,,,,,,,,,,,
1081.0,,,,,,,,,,,,
1082.0,,,,,,,,,,,,
1083.0,,,,,,,,,,,,
1084.0,,True,,,,,1077.0,8.0,,,,
1085.0,,,,,,,,,,,,
1086.0,,,,,,,,,,,,
1087.0,,,,,,,,,,,,
1088.0,,,,,,,,,,,,
1089.0,,,,,,,,,,,,
1090.0,,,,,,,,,,,,
1091.0,,,,,,,,,,,,
1092.0,,,,,,,,,,,,
1093.0,,,,,,,,,,,,
1094.0,True,,,,1090.0,5.0,,,,,,
1095.0,,,,,,,,,,,,
1096.0,,,,,,,,,,,,
1097.0,True,,,,1097.0,1.0,,,,,,
1098.0,,,,,,,,,,,,
1099.0,,,,,,,,,,,,
1100.0,,,,,,,,,,,,
1101.0,,,,,,,,,,,,
1102.0,,,,,,,,,,,,
1103.0,,,,,,,,,,,,
1104.0,,,,,,,,,,,,
1105.0,,,,,,,,,,,,
1106.0,,,,,,,,,,,,
1107.0,,,,,,,,,,,,
1108.0,,,,,,,,,,,,
1109.0,,,,,,,,,,,,
1110.0,,,,,,,,,,,,
1111.0,,,,,,,,,,,,
1112.0,,,,,,,,,,,,
1113.0,,,,,,,,,,,,
1114.0,,,,,,,,,,,,
1115.0,,,,,,,,,,,,
1116.0,,,,,,,,,,,,
1117.0,,,,,,,,,,,,
1118.0,,,,,,,,,,,,
1119.0,,True,,,,,1119.0,1.0,,,,
1120.0,,,,,,,,,,,,
1121.0,,,,,,,,,,,,
1122.0,,,,,,,,,,,,
1123.0,,,,,,,,,,,,
1124.0,,,,,,,,,,,,
1125.0,True,,True,True,1107.0,19.0,,,983.0,143.0,1066.0,60.0
1126.0,,True,,,,,1126.0,1.0,,,,
1127.0,True,,True,True,1127.0,1.0,,,1127.0,1.0,1127.0,1.0
1128.0,,True,,,,,1128.0,1.0,,,,
1129.0,True,,True,True,1129.0,1.0,,,1129.0,1.0,1129.0,1.0
1130.0,,True,,,,,1130.0,1.0,,,,
1131.0,True,,True,True,1131.0,1.0,,,1131.0,1.0,1131.0,1.0
1132.0,,True,,,,,1132.0,1.0,,,,
1133.0,True,,True,True,1133.0,1.0,,,1133.0,1.0,1133.0,1.0
1134.0,,True,,,,,1134.0,1.0,,,,
1135.0,True,,,,1135.0,1.0,,,,,,
1136.0,,,True,True,,,,,1135.0,2.0,1135.0,2.0
1137.0,True,True,,,1137.0,1.0,1137.0,1.0,,,,
1138.0,,,True,True,,,,,1138.0,1.0,1138.0,1.0
1139.0,True,True,,,1139.0,1.0,1139.0,1.0,,,,
1140.0,,,True,True,,,,,1140.0,1.0,1140.0,1.0
1141.0,True,True,,,1141.0,1.0,1141.0,1.0,,,,
1142.0,,,True,True,,,,,1142.0,1.0,1142.0,1.0
1143.0,True,True,,,1143.0,1.0,1143.0,1.0,,,,
1144.0,,,True,True,,,,,1144.0,1.0,1144.0,1.0
1145.0,True,True,,,1145.0,1.0,1145.0,1.0,,,,
1146.0,,,True,True,,,,,1146.0,1.0,1146.0,1.0
1147.0,True,True,,,1147.0,1.0,1147.0,1.0,,,,
1148.0,,,True,True,,,,,1148.0,1.0,1148.0,1.0
1149.0,,,,,,,,,,,,
1150.0,True,True,,,1149.0,2.0,1149.0,2.0,,,,
1151.0,,,True,True,,,,,1151.0,1.0,1151.0,1.0
1152.0,True,True,,,1152.0,1.0,1152.0,1.0,,,,
1153.0,,,True,True,,,,,1153.0,1.0,1153.0,1.0
1154.0,True,True,,,1154.0,1.0,1154.0,1.0,,,,
1155.0,,,,,,,,,,,,
1156.0,,,,,,,,,,,,
1157.0,True,,,,1157.0,1.0,,,,,,
1158.0,,,True,True,,,,,1155.0,4.0,1155.0,4.0
1159.0,True,True,,,1159.0,1.0,1159.0,1.0,,,,
1160.0,,,True,True,,,,,1160.0,1.0,1160.0,1.0
1161.0,True,True,,,1161.0,1.0,1161.0,1.0,,,,
1162.0,,,True,True,,,,,1162.0,1.0,1162.0,1.0
1163.0,True,True,,,1163.0,1.0,1163.0,1.0,,,,
1164.0,,,,,,,,,,,,
1165.0,True,,True,True,1165.0,1.0,,,1164.0,2.0,1164.0,2.0
1166.0,,True,,,,,1166.0,1.0,,,,
1167.0,True,,True,True,1167.0,1.0,,,1167.0,1.0,1167.0,1.0
1168.0,,True,,,,,1168.0,1.0,,,,
1169.0,True,,True,True,1169.0,1.0,,,1169.0,1.0,1169.0,1.0
1170.0,,True,,,,,1170.0,1.0,,,,
1171.0,True,,True,True,1171.0,1.0,,,1171.0,1.0,1171.0,1.0
1172.0,,,,,,,,,,,,
1173.0,,,,,,,,,,,,
1174.0,,,,,,,,,,,,
1175.0,,,,,,,,,,,,
1176.0,,,,True,,,,,1176.0,1.0,,
1177.0,,,,,,,,,,,,
1178.0,,,,,,,,,,,,
1179.0,,,,,,,,,,,,
1180.0,,,,,,,,,,,,
1181.0,,,,,,,,,,,,
1182.0,,,,,,,,,,,,
1183.0,,,,,,,,,,,,
1184.0,,,,,,,,,,,,
1185.0,,,,,,,,,,,,
1186.0,,,,,,,,,,,,
1187.0,,,,,,,,,,,,
1188.0,,,,,,,,,,,,
1189.0,,,,,,,,,,,,
1190.0,,,,,,,,,,,,
1191.0,True,,,,1191.0,1.0,,,,,,
1192.0,,,,,,,,,,,,
1193.0,,,,,,,,,,,,
1194.0,,,,,,,,,,,,
1195.0,,,,,,,,,,,,
1196.0,,,,,,,,,,,,
1197.0,,,,,,,,,,,,
1198.0,,,,,,,,,,,,
1199.0,,,,,,,,,,,,
1200.0,,,,,,,,,,,,
1201.0,True,,,,1201.0,1.0,,,,,,
1202.0,,,,,,,,,,,,
1203.0,True,,,,1203.0,1.0,,,,,,
1204.0,,,,,,,,,,,,
1205.0,,,,,,,,,,,,
1206.0,,,,,,,,,,,,
1207.0,,,,,,,,,,,,
1208.0,,,,,,,,,,,,
1209.0,,,,,,,,,,,,
1210.0,,,,,,,,,,,,
1211.0,,,,,,,,,,,,
1212.0,True,,,,1205.0,8.0,,,,,,
1213.0,,,,,,,,,,,,
1214.0,True,,,,1214.0,1.0,,,,,,
1215.0,,,,,,,,,,,,
1216.0,True,,,,1216.0,1.0,,,,,,
1217.0,,,,,,,,,,,,
1218.0,,,,,,,,,,,,
1219.0,,,,,,,,,,,,
1220.0,,,,,,,,,,,,
1221.0,,,,,,,,,,,,
1222.0,,,,,,,,,,,,
1223.0,,,,,,,,,,,,
1224.0,,,,,,,,,,,,
1225.0,,,,,,,,,,,,
1226.0,,,,,,,,,,,,
1227.0,True,,True,,1224.0,4.0,,,,,1217.0,11.0
1228.0,,,,,,,,,,,,
1229.0,True,,,,1229.0,1.0,,,,,,
1230.0,,,,,,,,,,,,
1231.0,True,,True,,1231.0,1.0,,,,,1230.0,2.0
1232.0,,,,,,,,,,,,
1233.0,True,,,,1233.0,1.0,,,,,,
1234.0,,,,,,,,,,,,
1235.0,,True,,,,,1172.0,64.0,,,,
1236.0,,,,True,,,,,1236.0,1.0,,
1237.0,True,True,,,1235.0,3.0,1237.0,1.0,,,,
1238.0,,,True,True,,,,,1238.0,1.0,1238.0,1.0
1239.0,True,True,,,1239.0,1.0,1239.0,1.0,,,,
1240.0,,,True,True,,,,,1240.0,1.0,1240.0,1.0
1241.0,,,,,,,,,,,,
1242.0,,,,,,,,,,,,
1243.0,,,,,,,,,,,,
1244.0,,,,,,,,,,,,
1245.0,,,,,,,,,,,,
1246.0,,,,,,,,,,,,
1247.0,,,True,,,,,,,,1247.0,1.0
1248.0,True,,,,1241.0,8.0,,,,,,
1249.0,,,True,,,,,,,,1249.0,1.0
1250.0,True,,,,1250.0,1.0,,,,,,
1251.0,,,True,,,,,,,,1251.0,1.0
1252.0,True,,,,1252.0,1.0,,,,,,
1253.0,,,True,,,,,,,,1253.0,1.0
1254.0,True,,,,1254.0,1.0,,,,,,
1255.0,,,True,,,,,,,,1255.0,1.0
1256.0,True,,,,1256.0,1.0,,,,,,
1257.0,,,True,,,,,,,,1257.0,1.0
1258.0,True,,,,1258.0,1.0,,,,,,
1259.0,,,True,,,,,,,,1259.0,1.0
1260.0,True,,,,1260.0,1.0,,,,,,
1261.0,,,True,,,,,,,,1261.0,1.0
1262.0,,,,,,,,,,,,
1263.0,,,,,,,,,,,,
1264.0,,,True,,,,,,,,1264.0,1.0
1265.0,True,,,,1262.0,4.0,,,,,,
1266.0,,,True,,,,,,,,1266.0,1.0
1267.0,True,,,,1267.0,1.0,,,,,,
1268.0,,,True,,,,,,,,1268.0,1.0
1269.0,True,,,,1269.0,1.0,,,,,,
1270.0,,,True,,,,,,,,1270.0,1.0
1271.0,True,,,,1271.0,1.0,,,,,,
1272.0,,,True,,,,,,,,1272.0,1.0
1273.0,,,,,,,,,,,,
1274.0,,,True,,,,,,,,1274.0,1.0
1275.0,,,,,,,,,,,,
1276.0,,,True,,,,,,,,1276.0,1.0
1277.0,True,,,,1273.0,5.0,,,,,,
1278.0,,,True,,,,,,,,1278.0,1.0
1279.0,,,,,,,,,,,,
1280.0,,,True,,,,,,,,1280.0,1.0
1281.0,,,,,,,,,,,,
1282.0,,,True,,,,,,,,1282.0,1.0
1283.0,,,,,,,,,,,,
1284.0,True,,,,1279.0,6.0,,,,,,
1285.0,,,True,,,,,,,,1285.0,1.0
1286.0,True,,,,1286.0,1.0,,,,,,
1287.0,,,True,,,,,,,,1287.0,1.0
1288.0,,,,,,,,,,,,
1289.0,,,True,,,,,,,,1289.0,1.0
1290.0,,,,,,,,,,,,
1291.0,,,True,,,,,,,,1291.0,1.0
1292.0,True,,,,1288.0,5.0,,,,,,
1293.0,,,True,,,,,,,,1293.0,1.0
1294.0,True,,,,1294.0,1.0,,,,,,
1295.0,,,True,,,,,,,,1295.0,1.0
1296.0,True,,,,1296.0,1.0,,,,,,
1297.0,,,True,,,,,,,,1297.0,1.0
1298.0,True,,,,1298.0,1.0,,,,,,
1299.0,,,True,,,,,,,,1299.0,1.0
1300.0,True,,,,1300.0,1.0,,,,,,
1301.0,,,True,,,,,,,,1301.0,1.0
1302.0,True,,,,1302.0,1.0,,,,,,
1303.0,,,,,,,,,,,,
1304.0,True,,True,,1304.0,1.0,,,,,1303.0,2.0
1305.0,,,,,,,,,,,,
1306.0,True,,True,,1306.0,1.0,,,,,1306.0,1.0
1307.0,,,,,,,,,,,,
1308.0,True,,True,,1308.0,1.0,,,,,1308.0,1.0
1309.0,,,,,,,,,,,,
1310.0,True,,True,,1310.0,1.0,,,,,1310.0,1.0
1311.0,,,,,,,,,,,,
1312.0,True,,True,,1312.0,1.0,,,,,1312.0,1.0
1313.0,,,,,,,,,,,,
1314.0,True,,True,,1314.0,1.0,,,,,1314.0,1.0
1315.0,,,,,,,,,,,,
1316.0,True,,True,,1316.0,1.0,,,,,1316.0,1.0
1317.0,,,,,,,,,,,,
1318.0,True,,True,,1318.0,1.0,,,,,1318.0,1.0
1319.0,,,,,,,,,,,,
1320.0,True,,True,,1320.0,1.0,,,,,1320.0,1.0
1321.0,,,,,,,,,,,,
1322.0,True,,True,,1322.0,1.0,,,,,1322.0,1.0
1323.0,,,,,,,,,,,,
1324.0,True,,,,1324.0,1.0,,,,,,
1325.0,,,True,,,,,,,,1324.0,2.0
1326.0,,,,,,,,,,,,
1327.0,True,,True,,1327.0,1.0,,,,,1327.0,1.0
1328.0,,,,,,,,,,,,
1329.0,True,,True,,1329.0,1.0,,,,,1329.0,1.0
1330.0,,,,,,,,,,,,
1331.0,True,,True,,1331.0,1.0,,,,,1331.0,1.0
1332.0,,,,,,,,,,,,
1333.0,True,,True,,1333.0,1.0,,,,,1333.0,1.0
1334.0,,,,,,,,,,,,
1335.0,True,,True,,1335.0,1.0,,,,,1335.0,1.0
1336.0,,,,,,,,,,,,
1337.0,True,,True,,1337.0,1.0,,,,,1337.0,1.0
1338.0,,,,,,,,,,,,
1339.0,True,,True,,1339.0,1.0,,,,,1339.0,1.0
1340.0,,,,,,,,,,,,
1341.0,True,,True,,1341.0,1.0,,,,,1341.0,1.0
1342.0,,,,,,,,,,,,
1343.0,True,,True,,1343.0,1.0,,,,,1343.0,1.0
1344.0,,,,,,,,,,,,
1345.0,True,,,,1345.0,1.0,,,,,,
1346.0,,,True,,,,,,,,1345.0,2.0
1347.0,True,,,,1347.0,1.0,,,,,,
1348.0,,,True,,,,,,,,1348.0,1.0
1349.0,True,,,,1349.0,1.0,,,,,,
1350.0,,,True,,,,,,,,1350.0,1.0
1351.0,True,,,,1351.0,1.0,,,,,,
1352.0,,,True,,,,,,,,1352.0,1.0
1353.0,True,,,,1353.0,1.0,,,,,,
1354.0,,,True,,,,,,,,1354.0,1.0
1355.0,True,,,,1355.0,1.0,,,,,,
1356.0,,,True,,,,,,,,1356.0,1.0
1357.0,True,,,,1357.0,1.0,,,,,,
1358.0,,,True,,,,,,,,1358.0,1.0
1359.0,True,,,,1359.0,1.0,,,,,,
1360.0,,,True,,,,,,,,1360.0,1.0
1361.0,True,,,,1361.0,1.0,,,,,,
1362.0,,,True,,,,,,,,1362.0,1.0
1363.0,True,,,,1363.0,1.0,,,,,,
1364.0,,,True,,,,,,,,1364.0,1.0
1365.0,True,,,,1365.0,1.0,,,,,,
1366.0,,,,,,,,,,,,
1367.0,,,True,,,,,,,,1366.0,2.0
1368.0,True,,,,1367.0,2.0,,,,,,
1369.0,,,True,,,,,,,,1369.0,1.0
1370.0,True,,,,1370.0,1.0,,,,,,
1371.0,,,True,,,,,,,,1371.0,1.0
1372.0,True,,,,1372.0,1.0,,,,,,
1373.0,,,True,,,,,,,,1373.0,1.0
1374.0,True,,,,1374.0,1.0,,,,,,
1375.0,,,True,,,,,,,,1375.0,1.0
1376.0,True,,,,1376.0,1.0,,,,,,
1377.0,,,True,,,,,,,,1377.0,1.0
1378.0,,,,,,,,,,,,
1379.0,,,True,,,,,,,,1379.0,1.0
1380.0,,,,,,,,,,,,
